"target_end_date","location","target","observation"
2017-10-21,"triad-area","Flu ED visits pct",0.17
2017-10-28,"triad-area","Flu ED visits pct",0.16
2017-11-04,"triad-area","Flu ED visits pct",0.17
2017-11-11,"triad-area","Flu ED visits pct",0.14
2017-11-18,"triad-area","Flu ED visits pct",0.19
2017-11-25,"triad-area","Flu ED visits pct",0.24
2017-12-02,"triad-area","Flu ED visits pct",0.27
2017-12-09,"triad-area","Flu ED visits pct",0.37
2017-12-16,"triad-area","Flu ED visits pct",0.66
2017-12-23,"triad-area","Flu ED visits pct",1.17
2017-12-30,"triad-area","Flu ED visits pct",1.88
2018-01-06,"triad-area","Flu ED visits pct",2.66
2018-01-13,"triad-area","Flu ED visits pct",3.65
2018-01-20,"triad-area","Flu ED visits pct",5.62
2018-01-27,"triad-area","Flu ED visits pct",5.68
2018-02-03,"triad-area","Flu ED visits pct",7.55
2018-02-10,"triad-area","Flu ED visits pct",7.82
2018-02-17,"triad-area","Flu ED visits pct",7.9
2018-02-24,"triad-area","Flu ED visits pct",4.82
2018-03-03,"triad-area","Flu ED visits pct",2.5
2018-03-10,"triad-area","Flu ED visits pct",1.65
2018-03-17,"triad-area","Flu ED visits pct",1.69
2018-03-24,"triad-area","Flu ED visits pct",1.37
2018-03-31,"triad-area","Flu ED visits pct",1.45
2018-04-07,"triad-area","Flu ED visits pct",1.15
2018-04-14,"triad-area","Flu ED visits pct",0.8
2018-04-21,"triad-area","Flu ED visits pct",0.6
2018-04-28,"triad-area","Flu ED visits pct",0.53
2018-05-05,"triad-area","Flu ED visits pct",0.33
2018-05-12,"triad-area","Flu ED visits pct",0.21
2018-05-19,"triad-area","Flu ED visits pct",0.17
2018-05-26,"triad-area","Flu ED visits pct",0.1
2018-06-02,"triad-area","Flu ED visits pct",0.09
2018-06-09,"triad-area","Flu ED visits pct",0.08
2018-06-16,"triad-area","Flu ED visits pct",0.07
2018-06-23,"triad-area","Flu ED visits pct",0.06
2018-06-30,"triad-area","Flu ED visits pct",0.04
2018-07-07,"triad-area","Flu ED visits pct",0.01
2018-07-14,"triad-area","Flu ED visits pct",0.04
2018-07-21,"triad-area","Flu ED visits pct",0
2018-07-28,"triad-area","Flu ED visits pct",0.02
2018-08-04,"triad-area","Flu ED visits pct",0.03
2018-08-11,"triad-area","Flu ED visits pct",0.01
2018-08-18,"triad-area","Flu ED visits pct",0.02
2018-08-25,"triad-area","Flu ED visits pct",0.01
2018-09-01,"triad-area","Flu ED visits pct",0.03
2018-09-08,"triad-area","Flu ED visits pct",0.02
2018-09-15,"triad-area","Flu ED visits pct",0.08
2018-09-22,"triad-area","Flu ED visits pct",0.06
2018-09-29,"triad-area","Flu ED visits pct",0.12
2018-10-06,"triad-area","Flu ED visits pct",0.16
2018-10-13,"triad-area","Flu ED visits pct",0.24
2018-10-20,"triad-area","Flu ED visits pct",0.3
2018-10-27,"triad-area","Flu ED visits pct",0.3
2018-11-03,"triad-area","Flu ED visits pct",0.27
2018-11-10,"triad-area","Flu ED visits pct",0.39
2018-11-17,"triad-area","Flu ED visits pct",0.41
2018-11-24,"triad-area","Flu ED visits pct",0.8
2018-12-01,"triad-area","Flu ED visits pct",0.66
2018-12-08,"triad-area","Flu ED visits pct",0.75
2018-12-15,"triad-area","Flu ED visits pct",0.99
2018-12-22,"triad-area","Flu ED visits pct",0.93
2018-12-29,"triad-area","Flu ED visits pct",1.94
2019-01-05,"triad-area","Flu ED visits pct",1.29
2019-01-12,"triad-area","Flu ED visits pct",1.32
2019-01-19,"triad-area","Flu ED visits pct",1.95
2019-01-26,"triad-area","Flu ED visits pct",3.05
2019-02-02,"triad-area","Flu ED visits pct",5.11
2019-02-09,"triad-area","Flu ED visits pct",8.07
2019-02-16,"triad-area","Flu ED visits pct",7.62
2019-02-23,"triad-area","Flu ED visits pct",7.99
2019-03-02,"triad-area","Flu ED visits pct",5.85
2019-03-09,"triad-area","Flu ED visits pct",4.07
2019-03-16,"triad-area","Flu ED visits pct",3.48
2019-03-23,"triad-area","Flu ED visits pct",2.37
2019-03-30,"triad-area","Flu ED visits pct",1.9
2019-04-06,"triad-area","Flu ED visits pct",1.52
2019-04-13,"triad-area","Flu ED visits pct",1.03
2019-04-20,"triad-area","Flu ED visits pct",0.57
2019-04-27,"triad-area","Flu ED visits pct",0.31
2019-05-04,"triad-area","Flu ED visits pct",0.3
2019-05-11,"triad-area","Flu ED visits pct",0.21
2019-05-18,"triad-area","Flu ED visits pct",0.09
2019-05-25,"triad-area","Flu ED visits pct",0.12
2019-06-01,"triad-area","Flu ED visits pct",0.11
2019-06-08,"triad-area","Flu ED visits pct",0.1
2019-06-15,"triad-area","Flu ED visits pct",0.07
2019-06-22,"triad-area","Flu ED visits pct",0.05
2019-06-29,"triad-area","Flu ED visits pct",0.04
2019-07-06,"triad-area","Flu ED visits pct",0.03
2019-07-13,"triad-area","Flu ED visits pct",0.03
2019-07-20,"triad-area","Flu ED visits pct",0.03
2019-07-27,"triad-area","Flu ED visits pct",0.08
2019-08-03,"triad-area","Flu ED visits pct",0.05
2019-08-10,"triad-area","Flu ED visits pct",0.04
2019-08-17,"triad-area","Flu ED visits pct",0.06
2019-08-24,"triad-area","Flu ED visits pct",0.03
2019-08-31,"triad-area","Flu ED visits pct",0.04
2019-09-07,"triad-area","Flu ED visits pct",0.14
2019-09-14,"triad-area","Flu ED visits pct",0.11
2019-09-21,"triad-area","Flu ED visits pct",0.13
2019-09-28,"triad-area","Flu ED visits pct",0.16
2019-10-05,"triad-area","Flu ED visits pct",0.28
2019-10-12,"triad-area","Flu ED visits pct",0.18
2019-10-19,"triad-area","Flu ED visits pct",0.26
2019-10-26,"triad-area","Flu ED visits pct",0.27
2019-11-02,"triad-area","Flu ED visits pct",0.4
2019-11-09,"triad-area","Flu ED visits pct",0.36
2019-11-16,"triad-area","Flu ED visits pct",0.5
2019-11-23,"triad-area","Flu ED visits pct",0.8
2019-11-30,"triad-area","Flu ED visits pct",1.44
2019-12-07,"triad-area","Flu ED visits pct",1.74
2019-12-14,"triad-area","Flu ED visits pct",2.36
2019-12-21,"triad-area","Flu ED visits pct",3.87
2019-12-28,"triad-area","Flu ED visits pct",5.96
2020-01-04,"triad-area","Flu ED visits pct",4.9
2020-01-11,"triad-area","Flu ED visits pct",3.25
2020-01-18,"triad-area","Flu ED visits pct",3.21
2020-01-25,"triad-area","Flu ED visits pct",3.44
2020-02-01,"triad-area","Flu ED visits pct",4.84
2020-02-08,"triad-area","Flu ED visits pct",6.65
2020-02-15,"triad-area","Flu ED visits pct",5.73
2020-02-22,"triad-area","Flu ED visits pct",5.69
2020-02-29,"triad-area","Flu ED visits pct",5.06
2020-03-07,"triad-area","Flu ED visits pct",4.48
2020-03-14,"triad-area","Flu ED visits pct",3.91
2020-03-21,"triad-area","Flu ED visits pct",2.18
2020-03-28,"triad-area","Flu ED visits pct",0.83
2020-04-04,"triad-area","Flu ED visits pct",0.44
2020-04-11,"triad-area","Flu ED visits pct",0.21
2020-04-18,"triad-area","Flu ED visits pct",0.07
2020-04-25,"triad-area","Flu ED visits pct",0.09
2020-05-02,"triad-area","Flu ED visits pct",0.16
2020-05-09,"triad-area","Flu ED visits pct",0.06
2020-05-16,"triad-area","Flu ED visits pct",0.05
2020-05-23,"triad-area","Flu ED visits pct",0.16
2020-05-30,"triad-area","Flu ED visits pct",0.09
2020-06-06,"triad-area","Flu ED visits pct",0.04
2020-06-13,"triad-area","Flu ED visits pct",0.06
2020-06-20,"triad-area","Flu ED visits pct",0.05
2020-06-27,"triad-area","Flu ED visits pct",0.12
2020-07-04,"triad-area","Flu ED visits pct",0.05
2020-07-11,"triad-area","Flu ED visits pct",0.03
2020-07-18,"triad-area","Flu ED visits pct",0.09
2020-07-25,"triad-area","Flu ED visits pct",0.07
2020-08-01,"triad-area","Flu ED visits pct",0.04
2020-08-08,"triad-area","Flu ED visits pct",0.04
2020-08-15,"triad-area","Flu ED visits pct",0.02
2020-08-22,"triad-area","Flu ED visits pct",0.05
2020-08-29,"triad-area","Flu ED visits pct",0.03
2020-09-05,"triad-area","Flu ED visits pct",0
2020-09-12,"triad-area","Flu ED visits pct",0.01
2020-09-19,"triad-area","Flu ED visits pct",0.06
2020-09-26,"triad-area","Flu ED visits pct",0.05
2020-10-03,"triad-area","Flu ED visits pct",0.04
2020-10-10,"triad-area","Flu ED visits pct",0.11
2020-10-17,"triad-area","Flu ED visits pct",0.11
2020-10-24,"triad-area","Flu ED visits pct",0.14
2020-10-31,"triad-area","Flu ED visits pct",0.1
2020-11-07,"triad-area","Flu ED visits pct",0.11
2020-11-14,"triad-area","Flu ED visits pct",0.13
2020-11-21,"triad-area","Flu ED visits pct",0.15
2020-11-28,"triad-area","Flu ED visits pct",0.15
2020-12-05,"triad-area","Flu ED visits pct",0.07
2020-12-12,"triad-area","Flu ED visits pct",0.21
2020-12-19,"triad-area","Flu ED visits pct",0.07
2020-12-26,"triad-area","Flu ED visits pct",0.09
2021-01-02,"triad-area","Flu ED visits pct",0.13
2021-01-09,"triad-area","Flu ED visits pct",0.12
2021-01-16,"triad-area","Flu ED visits pct",0.06
2021-01-23,"triad-area","Flu ED visits pct",0.15
2021-01-30,"triad-area","Flu ED visits pct",0.07
2021-02-06,"triad-area","Flu ED visits pct",0.03
2021-02-13,"triad-area","Flu ED visits pct",0.08
2021-02-20,"triad-area","Flu ED visits pct",0.08
2021-02-27,"triad-area","Flu ED visits pct",0.09
2021-03-06,"triad-area","Flu ED visits pct",0.03
2021-03-13,"triad-area","Flu ED visits pct",0.08
2021-03-20,"triad-area","Flu ED visits pct",0.06
2021-03-27,"triad-area","Flu ED visits pct",0.05
2021-04-03,"triad-area","Flu ED visits pct",0.08
2021-04-10,"triad-area","Flu ED visits pct",0.01
2021-04-17,"triad-area","Flu ED visits pct",0.03
2021-04-24,"triad-area","Flu ED visits pct",0.03
2021-05-01,"triad-area","Flu ED visits pct",0.04
2021-05-08,"triad-area","Flu ED visits pct",0.04
2021-05-15,"triad-area","Flu ED visits pct",0.08
2021-05-22,"triad-area","Flu ED visits pct",0.05
2021-05-29,"triad-area","Flu ED visits pct",0.02
2021-06-05,"triad-area","Flu ED visits pct",0.02
2021-06-12,"triad-area","Flu ED visits pct",0.01
2021-06-19,"triad-area","Flu ED visits pct",0.03
2021-06-26,"triad-area","Flu ED visits pct",0.09
2021-07-03,"triad-area","Flu ED visits pct",0.02
2021-07-10,"triad-area","Flu ED visits pct",0.05
2021-07-17,"triad-area","Flu ED visits pct",0.06
2021-07-24,"triad-area","Flu ED visits pct",0.11
2021-07-31,"triad-area","Flu ED visits pct",0.06
2021-08-07,"triad-area","Flu ED visits pct",0.07
2021-08-14,"triad-area","Flu ED visits pct",0.12
2021-08-21,"triad-area","Flu ED visits pct",0.07
2021-08-28,"triad-area","Flu ED visits pct",0.05
2021-09-04,"triad-area","Flu ED visits pct",0.09
2021-09-11,"triad-area","Flu ED visits pct",0.06
2021-09-18,"triad-area","Flu ED visits pct",0.06
2021-09-25,"triad-area","Flu ED visits pct",0.07
2021-10-02,"triad-area","Flu ED visits pct",0.08
2021-10-09,"triad-area","Flu ED visits pct",0.08
2021-10-16,"triad-area","Flu ED visits pct",0.05
2021-10-23,"triad-area","Flu ED visits pct",0.05
2021-10-30,"triad-area","Flu ED visits pct",0.03
2021-11-06,"triad-area","Flu ED visits pct",0.11
2021-11-13,"triad-area","Flu ED visits pct",0.11
2021-11-20,"triad-area","Flu ED visits pct",0.13
2021-11-27,"triad-area","Flu ED visits pct",0.26
2021-12-04,"triad-area","Flu ED visits pct",0.46
2021-12-11,"triad-area","Flu ED visits pct",0.62
2021-12-18,"triad-area","Flu ED visits pct",0.75
2021-12-25,"triad-area","Flu ED visits pct",0.85
2022-01-01,"triad-area","Flu ED visits pct",0.7
2022-01-08,"triad-area","Flu ED visits pct",0.39
2022-01-15,"triad-area","Flu ED visits pct",0.31
2022-01-22,"triad-area","Flu ED visits pct",0.26
2022-01-29,"triad-area","Flu ED visits pct",0.14
2022-02-05,"triad-area","Flu ED visits pct",0.24
2022-02-12,"triad-area","Flu ED visits pct",0.21
2022-02-19,"triad-area","Flu ED visits pct",0.24
2022-02-26,"triad-area","Flu ED visits pct",0.28
2022-03-05,"triad-area","Flu ED visits pct",0.18
2022-03-12,"triad-area","Flu ED visits pct",0.43
2022-03-19,"triad-area","Flu ED visits pct",0.27
2022-03-26,"triad-area","Flu ED visits pct",0.46
2022-04-02,"triad-area","Flu ED visits pct",0.69
2022-04-09,"triad-area","Flu ED visits pct",1.17
2022-04-16,"triad-area","Flu ED visits pct",1.12
2022-04-23,"triad-area","Flu ED visits pct",1.39
2022-04-30,"triad-area","Flu ED visits pct",0.98
2022-05-07,"triad-area","Flu ED visits pct",1.04
2022-05-14,"triad-area","Flu ED visits pct",1.13
2022-05-21,"triad-area","Flu ED visits pct",0.92
2022-05-28,"triad-area","Flu ED visits pct",0.67
2022-06-04,"triad-area","Flu ED visits pct",0.69
2022-06-11,"triad-area","Flu ED visits pct",0.46
2022-06-18,"triad-area","Flu ED visits pct",0.39
2022-06-25,"triad-area","Flu ED visits pct",0.38
2022-07-02,"triad-area","Flu ED visits pct",0.3
2022-07-09,"triad-area","Flu ED visits pct",0.25
2022-07-16,"triad-area","Flu ED visits pct",0.14
2022-07-23,"triad-area","Flu ED visits pct",0.25
2022-07-30,"triad-area","Flu ED visits pct",0.12
2022-08-06,"triad-area","Flu ED visits pct",0.1
2022-08-13,"triad-area","Flu ED visits pct",0.18
2022-08-20,"triad-area","Flu ED visits pct",0.13
2022-08-27,"triad-area","Flu ED visits pct",0.12
2022-09-03,"triad-area","Flu ED visits pct",0.1
2022-09-10,"triad-area","Flu ED visits pct",0.16
2022-09-17,"triad-area","Flu ED visits pct",0.21
2022-09-24,"triad-area","Flu ED visits pct",0.19
2022-10-01,"triad-area","Flu ED visits pct",0.42
2022-10-08,"triad-area","Flu ED visits pct",0.55
2022-10-15,"triad-area","Flu ED visits pct",0.94
2022-10-22,"triad-area","Flu ED visits pct",2.18
2022-10-29,"triad-area","Flu ED visits pct",6.54
2022-11-05,"triad-area","Flu ED visits pct",10.26
2022-11-12,"triad-area","Flu ED visits pct",9.27
2022-11-19,"triad-area","Flu ED visits pct",8.24
2022-11-26,"triad-area","Flu ED visits pct",11.22
2022-12-03,"triad-area","Flu ED visits pct",10.18
2022-12-10,"triad-area","Flu ED visits pct",6.46
2022-12-17,"triad-area","Flu ED visits pct",5.12
2022-12-24,"triad-area","Flu ED visits pct",4.18
2022-12-31,"triad-area","Flu ED visits pct",3.74
2023-01-07,"triad-area","Flu ED visits pct",2.1
2023-01-14,"triad-area","Flu ED visits pct",1.24
2023-01-21,"triad-area","Flu ED visits pct",0.94
2023-01-28,"triad-area","Flu ED visits pct",0.74
2023-02-04,"triad-area","Flu ED visits pct",0.7
2023-02-11,"triad-area","Flu ED visits pct",0.68
2023-02-18,"triad-area","Flu ED visits pct",0.46
2023-02-25,"triad-area","Flu ED visits pct",0.39
2023-03-04,"triad-area","Flu ED visits pct",0.3
2023-03-11,"triad-area","Flu ED visits pct",0.23
2023-03-18,"triad-area","Flu ED visits pct",0.28
2023-03-25,"triad-area","Flu ED visits pct",0.35
2023-04-01,"triad-area","Flu ED visits pct",0.31
2023-04-08,"triad-area","Flu ED visits pct",0.37
2023-04-15,"triad-area","Flu ED visits pct",0.3
2023-04-22,"triad-area","Flu ED visits pct",0.17
2023-04-29,"triad-area","Flu ED visits pct",0.1
2023-05-06,"triad-area","Flu ED visits pct",0.17
2023-05-13,"triad-area","Flu ED visits pct",0.19
2023-05-20,"triad-area","Flu ED visits pct",0.17
2023-05-27,"triad-area","Flu ED visits pct",0.14
2023-06-03,"triad-area","Flu ED visits pct",0.17
2023-06-10,"triad-area","Flu ED visits pct",0.24
2023-06-17,"triad-area","Flu ED visits pct",0.18
2023-06-24,"triad-area","Flu ED visits pct",0.25
2023-07-01,"triad-area","Flu ED visits pct",0.2
2023-07-08,"triad-area","Flu ED visits pct",0.1
2023-07-15,"triad-area","Flu ED visits pct",0.12
2023-07-22,"triad-area","Flu ED visits pct",0.12
2023-07-29,"triad-area","Flu ED visits pct",0.12
2023-08-05,"triad-area","Flu ED visits pct",0.09
2023-08-12,"triad-area","Flu ED visits pct",0.11
2023-08-19,"triad-area","Flu ED visits pct",0.14
2023-08-26,"triad-area","Flu ED visits pct",0.13
2023-09-02,"triad-area","Flu ED visits pct",0.14
2023-09-09,"triad-area","Flu ED visits pct",0.2
2023-09-16,"triad-area","Flu ED visits pct",0.21
2023-09-23,"triad-area","Flu ED visits pct",0.34
2023-09-30,"triad-area","Flu ED visits pct",0.3
2023-10-07,"triad-area","Flu ED visits pct",0.19
2023-10-14,"triad-area","Flu ED visits pct",0.26
2023-10-21,"triad-area","Flu ED visits pct",0.37
2023-10-28,"triad-area","Flu ED visits pct",0.46
2023-11-04,"triad-area","Flu ED visits pct",0.52
2023-11-11,"triad-area","Flu ED visits pct",1.06
2023-11-18,"triad-area","Flu ED visits pct",1.04
2023-11-25,"triad-area","Flu ED visits pct",1.78
2023-12-02,"triad-area","Flu ED visits pct",2.81
2023-12-09,"triad-area","Flu ED visits pct",4.36
2023-12-16,"triad-area","Flu ED visits pct",6.95
2023-12-23,"triad-area","Flu ED visits pct",11.32
2023-12-30,"triad-area","Flu ED visits pct",13.8
2024-01-06,"triad-area","Flu ED visits pct",9.22
2024-01-13,"triad-area","Flu ED visits pct",6.5
2024-01-20,"triad-area","Flu ED visits pct",4.82
2024-01-27,"triad-area","Flu ED visits pct",5.02
2024-02-03,"triad-area","Flu ED visits pct",4.16
2024-02-10,"triad-area","Flu ED visits pct",3.71
2024-02-17,"triad-area","Flu ED visits pct",3.51
2024-02-24,"triad-area","Flu ED visits pct",3.09
2024-03-02,"triad-area","Flu ED visits pct",2.53
2024-03-09,"triad-area","Flu ED visits pct",2.01
2024-03-16,"triad-area","Flu ED visits pct",1.32
2024-03-23,"triad-area","Flu ED visits pct",1.08
2024-03-30,"triad-area","Flu ED visits pct",1.2
2024-04-06,"triad-area","Flu ED visits pct",0.91
2024-04-13,"triad-area","Flu ED visits pct",0.46
2024-04-20,"triad-area","Flu ED visits pct",0.4
2024-04-27,"triad-area","Flu ED visits pct",0.3
2024-05-04,"triad-area","Flu ED visits pct",0.29
2024-05-11,"triad-area","Flu ED visits pct",0.16
2024-05-18,"triad-area","Flu ED visits pct",0.29
2024-05-25,"triad-area","Flu ED visits pct",0.21
2024-06-01,"triad-area","Flu ED visits pct",0.22
2024-06-08,"triad-area","Flu ED visits pct",0.17
2024-06-15,"triad-area","Flu ED visits pct",0.14
2024-06-22,"triad-area","Flu ED visits pct",0.14
2024-06-29,"triad-area","Flu ED visits pct",0.3
2024-07-06,"triad-area","Flu ED visits pct",0.14
2024-07-13,"triad-area","Flu ED visits pct",0.14
2024-07-20,"triad-area","Flu ED visits pct",0.18
2024-07-27,"triad-area","Flu ED visits pct",0.16
2024-08-03,"triad-area","Flu ED visits pct",0.29
2024-08-10,"triad-area","Flu ED visits pct",0.26
2024-08-17,"triad-area","Flu ED visits pct",0.31
2024-08-24,"triad-area","Flu ED visits pct",0.32
2024-08-31,"triad-area","Flu ED visits pct",0.32
2024-09-07,"triad-area","Flu ED visits pct",0.32
2024-09-14,"triad-area","Flu ED visits pct",0.39
2024-09-21,"triad-area","Flu ED visits pct",0.37
2024-09-28,"triad-area","Flu ED visits pct",0.37
2024-10-05,"triad-area","Flu ED visits pct",0.28
2024-10-12,"triad-area","Flu ED visits pct",0.27
2024-10-19,"triad-area","Flu ED visits pct",0.39
2024-10-26,"triad-area","Flu ED visits pct",0.39
2024-11-02,"triad-area","Flu ED visits pct",0.34
2024-11-09,"triad-area","Flu ED visits pct",0.54
2024-11-16,"triad-area","Flu ED visits pct",0.43
2024-11-23,"triad-area","Flu ED visits pct",0.5
2024-11-30,"triad-area","Flu ED visits pct",0.65
2024-12-07,"triad-area","Flu ED visits pct",0.93
2024-12-14,"triad-area","Flu ED visits pct",1.22
2024-12-21,"triad-area","Flu ED visits pct",2.36
2024-12-28,"triad-area","Flu ED visits pct",4.26
2025-01-04,"triad-area","Flu ED visits pct",4.61
2025-01-11,"triad-area","Flu ED visits pct",4.27
2025-01-18,"triad-area","Flu ED visits pct",6.02
2025-01-25,"triad-area","Flu ED visits pct",9.03
2025-02-01,"triad-area","Flu ED visits pct",13.1
2025-02-08,"triad-area","Flu ED visits pct",15.52
2025-02-15,"triad-area","Flu ED visits pct",12.75
2025-02-22,"triad-area","Flu ED visits pct",9.29
2025-03-01,"triad-area","Flu ED visits pct",6.2
2025-03-08,"triad-area","Flu ED visits pct",5.71
2025-03-15,"triad-area","Flu ED visits pct",4.34
2025-03-22,"triad-area","Flu ED visits pct",3.04
2025-03-29,"triad-area","Flu ED visits pct",1.75
2025-04-05,"triad-area","Flu ED visits pct",1.23
2025-04-12,"triad-area","Flu ED visits pct",0.82
2025-04-19,"triad-area","Flu ED visits pct",0.64
2025-04-26,"triad-area","Flu ED visits pct",0.35
2025-05-03,"triad-area","Flu ED visits pct",0.45
2025-05-10,"triad-area","Flu ED visits pct",0.39
2025-05-17,"triad-area","Flu ED visits pct",0.31
2025-05-24,"triad-area","Flu ED visits pct",0.26
2025-05-31,"triad-area","Flu ED visits pct",0.23
2025-06-07,"triad-area","Flu ED visits pct",0.25
2025-06-14,"triad-area","Flu ED visits pct",0.21
2025-06-21,"triad-area","Flu ED visits pct",0.18
2025-06-28,"triad-area","Flu ED visits pct",0.16
2025-07-05,"triad-area","Flu ED visits pct",0.16
2025-07-12,"triad-area","Flu ED visits pct",0.22
2025-07-19,"triad-area","Flu ED visits pct",0.18
2025-07-26,"triad-area","Flu ED visits pct",0.16
2025-08-02,"triad-area","Flu ED visits pct",0.2
2025-08-09,"triad-area","Flu ED visits pct",0.22
2025-08-16,"triad-area","Flu ED visits pct",0.31
2025-08-23,"triad-area","Flu ED visits pct",0.3
2025-08-30,"triad-area","Flu ED visits pct",0.33
2025-09-06,"triad-area","Flu ED visits pct",0.65
2025-09-13,"triad-area","Flu ED visits pct",0.5
2025-09-20,"triad-area","Flu ED visits pct",0.54
2025-09-27,"triad-area","Flu ED visits pct",0.32
2025-10-04,"triad-area","Flu ED visits pct",0.42
2025-10-11,"triad-area","Flu ED visits pct",0.38
2025-10-18,"triad-area","Flu ED visits pct",0.35
2025-10-25,"triad-area","Flu ED visits pct",0.32
2025-11-01,"triad-area","Flu ED visits pct",0.52
2025-11-08,"triad-area","Flu ED visits pct",0.57
2025-11-15,"triad-area","Flu ED visits pct",0.83
2025-11-22,"triad-area","Flu ED visits pct",1.2
2025-11-29,"triad-area","Flu ED visits pct",1.63
2009-01-10,"wnc","Flu ED visits pct",0.02
2009-01-17,"wnc","Flu ED visits pct",0.04
2009-01-24,"wnc","Flu ED visits pct",0.06
2009-01-31,"wnc","Flu ED visits pct",0.11
2009-02-07,"wnc","Flu ED visits pct",0.22
2009-02-14,"wnc","Flu ED visits pct",0.51
2009-02-21,"wnc","Flu ED visits pct",0.73
2009-02-28,"wnc","Flu ED visits pct",1.13
2009-03-07,"wnc","Flu ED visits pct",1.31
2009-03-14,"wnc","Flu ED visits pct",1.12
2009-03-21,"wnc","Flu ED visits pct",0.6
2009-03-28,"wnc","Flu ED visits pct",0.35
2009-04-04,"wnc","Flu ED visits pct",0.25
2009-04-11,"wnc","Flu ED visits pct",0.1
2009-04-18,"wnc","Flu ED visits pct",0.05
2009-04-25,"wnc","Flu ED visits pct",0.06
2009-05-02,"wnc","Flu ED visits pct",0.15
2009-05-09,"wnc","Flu ED visits pct",0.07
2009-05-16,"wnc","Flu ED visits pct",0.06
2009-05-23,"wnc","Flu ED visits pct",0.06
2009-05-30,"wnc","Flu ED visits pct",0.01
2009-06-06,"wnc","Flu ED visits pct",0.03
2009-06-13,"wnc","Flu ED visits pct",0.03
2009-06-20,"wnc","Flu ED visits pct",0.05
2009-06-27,"wnc","Flu ED visits pct",0.06
2009-07-04,"wnc","Flu ED visits pct",0.06
2009-07-11,"wnc","Flu ED visits pct",0.05
2009-07-18,"wnc","Flu ED visits pct",0.06
2009-07-25,"wnc","Flu ED visits pct",0.1
2009-08-01,"wnc","Flu ED visits pct",0.19
2009-08-08,"wnc","Flu ED visits pct",0.21
2009-08-15,"wnc","Flu ED visits pct",0.12
2009-08-22,"wnc","Flu ED visits pct",0.05
2009-08-29,"wnc","Flu ED visits pct",0.16
2009-09-05,"wnc","Flu ED visits pct",0.26
2009-09-12,"wnc","Flu ED visits pct",0.56
2009-09-19,"wnc","Flu ED visits pct",0.95
2009-09-26,"wnc","Flu ED visits pct",1.66
2009-10-03,"wnc","Flu ED visits pct",2.65
2009-10-10,"wnc","Flu ED visits pct",3.61
2009-10-17,"wnc","Flu ED visits pct",3.94
2009-10-24,"wnc","Flu ED visits pct",4.4
2009-10-31,"wnc","Flu ED visits pct",3.12
2009-11-07,"wnc","Flu ED visits pct",2.29
2009-11-14,"wnc","Flu ED visits pct",1.59
2009-11-21,"wnc","Flu ED visits pct",0.94
2009-11-28,"wnc","Flu ED visits pct",0.54
2009-12-05,"wnc","Flu ED visits pct",0.49
2009-12-12,"wnc","Flu ED visits pct",0.43
2009-12-19,"wnc","Flu ED visits pct",0.3
2009-12-26,"wnc","Flu ED visits pct",0.24
2010-01-02,"wnc","Flu ED visits pct",0.14
2010-01-09,"wnc","Flu ED visits pct",0.25
2010-01-16,"wnc","Flu ED visits pct",0.14
2010-01-23,"wnc","Flu ED visits pct",0.12
2010-01-30,"wnc","Flu ED visits pct",0.06
2010-02-06,"wnc","Flu ED visits pct",0.05
2010-02-13,"wnc","Flu ED visits pct",0.08
2010-02-20,"wnc","Flu ED visits pct",0.04
2010-02-27,"wnc","Flu ED visits pct",0.11
2010-03-06,"wnc","Flu ED visits pct",0.1
2010-03-13,"wnc","Flu ED visits pct",0.07
2010-03-20,"wnc","Flu ED visits pct",0.12
2010-03-27,"wnc","Flu ED visits pct",0.05
2010-04-03,"wnc","Flu ED visits pct",0.04
2010-04-10,"wnc","Flu ED visits pct",0.01
2010-04-17,"wnc","Flu ED visits pct",0.02
2010-04-24,"wnc","Flu ED visits pct",0.01
2010-05-01,"wnc","Flu ED visits pct",0.01
2010-05-08,"wnc","Flu ED visits pct",0
2010-05-15,"wnc","Flu ED visits pct",0.01
2010-05-22,"wnc","Flu ED visits pct",0.03
2010-05-29,"wnc","Flu ED visits pct",0
2010-06-05,"wnc","Flu ED visits pct",0
2010-06-12,"wnc","Flu ED visits pct",0
2010-06-19,"wnc","Flu ED visits pct",0
2010-06-26,"wnc","Flu ED visits pct",0.01
2010-07-03,"wnc","Flu ED visits pct",0.01
2010-07-10,"wnc","Flu ED visits pct",0
2010-07-17,"wnc","Flu ED visits pct",0
2010-07-24,"wnc","Flu ED visits pct",0
2010-07-31,"wnc","Flu ED visits pct",0
2010-08-07,"wnc","Flu ED visits pct",0
2010-08-14,"wnc","Flu ED visits pct",0
2010-08-21,"wnc","Flu ED visits pct",0.01
2010-08-28,"wnc","Flu ED visits pct",0
2010-09-04,"wnc","Flu ED visits pct",0
2010-09-11,"wnc","Flu ED visits pct",0
2010-09-18,"wnc","Flu ED visits pct",0
2010-09-25,"wnc","Flu ED visits pct",0.01
2010-10-02,"wnc","Flu ED visits pct",0.01
2010-10-09,"wnc","Flu ED visits pct",0.04
2010-10-16,"wnc","Flu ED visits pct",0.05
2010-10-23,"wnc","Flu ED visits pct",0.04
2010-10-30,"wnc","Flu ED visits pct",0.06
2010-11-06,"wnc","Flu ED visits pct",0.05
2010-11-13,"wnc","Flu ED visits pct",0.06
2010-11-20,"wnc","Flu ED visits pct",0.07
